text,label
Send a logo number ur lover number names joined by a heart. Txt LOVE NAME number NAME number MOBNO eg LOVE ADAM EVE number to number Yahoo! POBox number W number WQ TxtNO number no ads number p,0
Yes emoji from last week itself im taking live call.,1
Someone has contacted our dating service and entered your phone because they fancy you! To find out who it is call from a landline number . PoBox number n number tf number p,0
Siva is in hostel aha:.,1
URGENT! Your Mobile number has been awarded with a currency number prize GUARANTEED. Call number from land line. Claim number Valid number hrs only,0
Send this to ur friends and receive something about ur voice How is my speaking expression? number childish number naughty number Sentiment number rowdy number ful of attitude number romantic number shy number Attractive number funny ltgt .irritating ltgt .lovable. reply me,1
Ok. Shell be ok. I guess,1
aathi where are you dear,1
Any pain on urination any thing else?,1
number at esplanade Do mind giving me a lift cos i got no car today,1
I wnt to buy a BMW car urgently its vry urgent.but hv a shortage of ltgt Lacs.there is no source to arng dis amt. ltgt lacs thats my prob,1
At home watching tv lor.,1
Does she usually take fifteen fucking minutes to respond to a yes or no question,1
Congrats! Nokia number video camera phone is your Call number Calls cost number ppm Ave call number mins vary from mobiles number Close number post BCM number Ldn WC number N number XX,0
Booked ticket for pongal?,1
You available now? Im like right around hillsborough amp ltgt th,1
The message sent is askin for ltgt dollars. Shoul i pay ltgt or ltgt ?,1
Ask g or iouri Ive told the story like ten times already,1
How long does applebees fucking take,1
Hi hope u get this txtjourney hasnt been gdnow about number mins late I think.,1
But i have to. I like to have love and arrange.,1
Yes he is really great bhaji told kallis best cricketer after sachin in world emoji .very tough to get out.,1
You were supposed to wake ME up gt emoji,1
Oic I saw him too but i tot he din c me I found a group liao,1
Sorry Ill call later,1
HEY HEY WERETHE MONKEESPEOPLE SAY WE MONKEYAROUND! HOWDY GORGEOUS HOWU DOIN? FOUNDURSELF A JOBYET SAUSAGE?LOVE JEN XXX,1
Sorry my battery died I can come by but Im only getting a gram for now wheres your place?,1
Well done blimey exercise yeah i kinda remember wot that is hmm.,1
I wont get concentration dear you know you are my mind and everything emoji,1
LOL Have you made plans for new years?,1
number min later k,1
hanks lotsly!,1
Thanks for this hope you had a good day today,1
K emoji k emoji what are detail you want to transfer?acc no enough?,1
Ok i will tell her to stay out. Yeah its been tough but we are optimistic things will improve this month.,1
Loan for any purpose currency number currency number number Homeowners Tenants welcome. Have you been previously refused? We can still help. Call Free number number or text back help,0
Si si. I think ill go make those oreo truffles.,1
LOOK AT AMY URE A BEAUTIFUL INTELLIGENT WOMAN AND I LIKE U A LOT. I KNOW U DONT LIKE ME LIKE THAT SO DONT WORRY.,1
I hope you thats the result of being consistently intelligent and kind. Start asking him about practicum links and keep your ears open and all the best. ttyl,1
number that call cost. Which i guess isnt bad. Miss ya need ya want ya love ya,1
Going thru a very different feeling.wavering decisions and coping up with the same is the same individual.time will heal everything i believe.,1
Where did u go? My phone is gonna die you have to stay in here,1
Great. Never been better. Each day gives even more reasons to thank God,1
UpgrdCentre Orange customer you may now claim your FREE CAMERA PHONE upgrade for your loyalty. Call now on number number number Offer ends number th July. TCs apply. Optout available,0
Sorry Ill call later ok bye,1
Ok i am on the way to railway,1
great princess! I love giving and receiving oral. Doggy style is my fave position. How about you? I enjoy making love ltgt times per night emoji,1
They dont put that stuff on the roads to keep it from getting slippery over there?,1
When are you going to ride your bike?,1
Yup no need. Ill jus wait number e rain number stop.,1
There are many company. Tell me the language.,1
okmail: Dear Dave this is your final notice to collect your number Tenerife Holiday or number CASH award! Call number from landline. TCs SAE Box number CW number WX number ppm,0
How long has it been since you screamed princess?,1
Nothing. I meant that once the money enters your account here the bank will remove its flat rate. Someone transfered ltgt to my account and ltgt dollars got removed. So the banks differ and charges also differ.be sure you trust the number ja person you are sending account details to cos,1
Want number get laid tonight? Want real Dogging locations sent direct number ur Mob? Join the UKs largest Dogging Network by txting MOAN to number Nyt. ec number a. number p.msg number p,0
Nice line said by a broken heart Plz dont cum number more times infront of me Other wise once again I ll trust U Good number t emoji,1
Ok Im gonna head up to usf in like fifteen minutes,1
Love you aathi love u lot,1
Tension ah?what machi?any problem?,1
K can I pick up another number th when youre done?,1
Whenre you guys getting back? G said you were thinking about not staying for mcr,1
Almost there see u in a sec,1
Yo carlos a few friends are already asking me about you you working at all this weekend?,1
Watching tv lor,1
Thank you baby! I cant wait to taste the real thing,1
You should change your fb to jaykwon thuglyfe falconerf,1
If we win its really no number side for long time.,1
FREE MESSAGE Activate your number FREE Text Messages by replying to this message with the word FREE For terms conditions visit www number .com,0
Dear reached railway. What happen to you,1
Depends on quality. If you want the type i sent boye faded glory then about number If you want ralphs maybe number,1
I think ive fixed it can you send a test message?,1
Sorry man my accounts dry or I would if you want we could trade back half or I could buy some shit with my credit card,1
Congrats! number year special cinema pass for number is yours. call number now! C Suprman V Matrix number StarWars number etc all number FREE! bx number ip number number we. number pm. Dont miss out!,0
Sorryin meeting Ill call later,1
What class of ltgt reunion?,1
Are you free now?can i call now?,1
Got meh When?,1
Nope Think i will go for it on monday Sorry i replied so late,1
Some of them told accenture is not confirm. Is it true.,1
Kate jackson rec center before number ish right?,1
Dear i have reache room,1
Fighting with the world is easy u either win or lose bt fightng with some number who is close to u is dificult if u lose u lose if u win u still lose.,1
When can come out?,1
Check with nuerologist.,1
Lolnice. I went from a fish to water.?,1
number Congratulations in this weeks competition draw u have won the currency number prize to claim just call number b number TCsstop SMS number Over number only number ppm,0
No its waiting in e car dats bored wat. Cos wait outside got nothing number do. At home can do my stuff or watch tv wat.,1
Maybe westshore or hyde park village the place near my house?,1
You should know now. So hows anthony. Are you bringing money. Ive school fees to pay and rent and stuff like that. Thats why i need your help. A friend in need .,1
Whats the significance?,1
Your opinion about me? number Over number Jada number Kusruthi number Lovable number Silent number Spl character number Not matured number Stylish number Simple Pls reply,1
number at the latest gs still there if you can scrounge up some ammo and want to give the new ak a try,1
Prabha im soryda realy frm heart im sory,1
Lol ok your forgiven emoji,1
No jst change tat only,1
You are guaranteed the latest Nokia Phone a number GB iPod MP number player or a currency number prize! Txt word: COLLECT to No: number ! IBHltd LdnW number H number pMtmsgrcvd number,0
S emoji no competition for him.,1
Boltblue tones for number p Reply POLY or MONO eg POLY number number Cha Cha Slide number Yeah number Slow Jamz number Toxic number Come With Me or STOP number more tones txt MORE,0
Your credits have been topped up for http:www.bubbletext.com Your renewal Pin is tgxxrz,0
That way transport is less problematic than on sat night. By the way if u want to ask n to join my bday feel free. But need to know definite nos as booking on fri.,1
