pirat,hirat,lvrat,unemp,chist,mhist,phist,selfemp,insurance,condomin,afam,single,hschool,deny
0.4,0.146000004,0.666666667,3.900000095,1,1,no,no,no,yes,no,yes,yes,no
0.32,0.257999992,0.773584906,3.200000048,2,2,no,no,no,no,no,yes,yes,no
0.35,0.33,0.740229885,3.200000048,5,1,no,yes,no,no,no,no,yes,no
0.37,0.27,0.666666667,3.200000048,2,2,no,no,no,no,no,yes,yes,no
0.35,0.29,0.944303797,3.200000048,1,1,no,no,no,no,no,no,yes,no
0.33,0.18,0.782396088,8.899999619,1,1,no,no,no,no,no,no,yes,no
0.15,0.15,0.722021661,5.300000191,1,2,no,yes,no,no,no,no,yes,no
0.34,0.23,0.464480874,3.900000095,1,1,no,no,no,no,no,no,yes,no
0.27,0.17,0.713375796,3.099999905,1,1,no,yes,no,no,no,yes,yes,no
0.34,0.18,0.8,3.200000048,5,1,no,no,no,no,yes,no,yes,no
0.3,0.22,0.642335766,3.200000048,2,1,no,no,no,no,no,no,yes,no
0.32,0.32,0.595744681,3.099999905,1,2,no,no,no,no,no,yes,yes,no
1.28,0.73,0.70754717,4.300000191,1,1,no,yes,no,no,no,no,yes,no
0.28,0.15,0.796460177,3.900000095,2,1,no,no,no,no,no,yes,yes,no
0.24,0.22,0.703703704,10.60000038,1,1,no,yes,no,no,no,no,yes,no
0.24,0.24,0.8,4.300000191,1,2,no,no,no,no,yes,yes,yes,no
0.38,0.36,1.031578947,3.200000048,1,1,no,no,no,no,no,no,yes,no
0.32,0.26,0.9,3.900000095,1,2,no,no,no,yes,yes,no,yes,no
0.35,0.24,0.863636364,3.200000048,2,2,no,no,no,yes,no,yes,yes,no
0.25,0.17,1.1875,4.300000191,1,2,no,no,no,yes,no,yes,yes,no
0.44,0.11,0.5,2,1,1,no,no,no,no,no,yes,yes,no
0.12,0.12,0.333333333,3.200000048,2,2,no,no,no,no,no,no,yes,no
0.21,0.21,0.638297872,3.200000048,1,1,no,no,no,no,no,yes,yes,no
0.24,0.24,0.733333333,10.60000038,1,1,no,yes,no,no,no,no,yes,no
0.36,0.36,0.591836735,3.200000048,1,1,no,no,no,no,no,no,yes,no
0.32,0.19,0.803418803,4.300000191,2,2,no,no,no,yes,no,yes,yes,no
0.42,0.35,0.8,3.200000048,2,3,no,yes,no,no,no,no,yes,no
0.37,0.24,0.596491228,3.200000048,1,1,yes,yes,no,no,no,yes,yes,no
0.33,0.32,0.670250896,10.60000038,3,4,no,yes,no,no,no,yes,yes,no
0.27,0.22,0.491071429,3.200000048,1,1,no,no,no,no,no,no,yes,no
0.3,0.26,0.582524272,2,1,1,no,no,no,yes,no,yes,yes,no
0.48,0.48,0.728205128,10.60000038,3,1,no,yes,no,no,no,yes,yes,no
0.19,0.17,0.786666667,3.099999905,1,2,no,no,no,no,no,no,yes,no
0.19,0.17,0.632911392,3.200000048,1,2,no,no,no,no,no,no,yes,no
0.31,0.31,0.723684211,3.200000048,1,1,no,no,no,no,no,no,yes,no
0.36,0.28,0.798701299,3.900000095,6,2,no,no,no,no,no,no,yes,no
0.21,0.13,0.426829268,2,5,1,no,no,no,no,no,no,yes,no
0.33,0.24,0.547619048,3.900000095,1,1,no,no,no,no,no,no,yes,no
0.36,0.35,0.731707317,2,1,2,no,no,no,no,no,yes,yes,no
0.37,0.3,0.782608696,1.799999952,6,2,yes,no,no,no,no,yes,yes,no
0.35,0.25,0.773809524,3.200000048,2,1,no,no,no,no,no,no,yes,no
0.42,0.14,0.798449612,3.599999905,1,2,no,no,no,no,no,yes,yes,no
0.34,0.26,0.867647059,3.900000095,6,2,no,no,no,no,no,no,yes,no
0.24,0.17,0.798701299,4.300000191,1,1,no,no,no,no,no,no,yes,no
0.38,0.24,0.897959184,2,1,2,no,no,no,yes,no,yes,yes,no
0.38,0.28,0.273972603,8.899999619,1,2,no,no,no,no,no,no,yes,no
0.18,0.01,0.796296296,1.799999952,2,2,no,yes,no,no,no,no,yes,no
0.34,0.2,0.592592593,8.899999619,5,1,no,yes,no,no,no,no,yes,no
0.33,0.28,0.923076923,3.900000095,1,2,no,no,no,no,no,yes,yes,no
0.25,0.2,0.881481481,3.200000048,6,2,no,no,no,no,no,no,yes,no
0.38,0.31,0.915492958,10.60000038,6,2,no,no,no,no,yes,no,yes,no
0.35,0.26,0.793103448,5.300000191,1,1,no,yes,no,no,no,no,yes,no
0.38,0.23,0.8,1.799999952,1,2,no,no,no,no,no,yes,yes,no
0.37,0.24,0.6,3.099999905,6,2,yes,yes,no,no,no,yes,yes,no
0.38,0.35,0.725806452,2,6,2,yes,no,no,no,no,no,yes,no
0.36,0.26,0.656862745,3.099999905,2,1,no,no,no,no,no,no,yes,no
0.34,0.3,0.922535211,3.900000095,1,2,no,no,no,no,no,no,yes,no
0.36,0.29,0.478142077,3.200000048,1,2,no,no,no,no,no,no,yes,no
0.23,0.2,0.610687023,1.799999952,1,1,no,no,no,no,no,no,yes,no
0.3,0.29,0.871428571,4.300000191,1,2,no,no,no,no,no,yes,yes,no
0.29,0.27,0.692592593,1.799999952,1,1,no,no,no,no,no,no,yes,no
0.39,0.36,0.646258503,3.900000095,5,1,no,no,no,no,no,no,yes,no
0.36,0.26,0.948275862,4.300000191,6,2,yes,no,no,yes,no,no,yes,yes
0.28,0.16,0.8,3.200000048,1,1,no,no,no,yes,no,yes,yes,no
0.38,0.18,0.875968992,1.799999952,1,2,no,no,no,no,no,no,yes,no
0.26,0.26,0.502512563,3.200000048,5,1,no,yes,no,yes,no,no,yes,no
0.44,0.3,0.915384615,3.900000095,5,1,no,no,no,yes,yes,no,yes,no
0.34,0.32,0.724137931,3.200000048,6,2,yes,no,no,no,yes,no,yes,no
0.34,0.21,0.876923077,3.200000048,5,2,no,no,no,yes,no,no,yes,no
0.38,0.29,0.784313725,3.099999905,6,2,no,no,no,no,no,no,yes,no
0.38,0.29,0.529953917,10.60000038,6,4,yes,no,no,no,no,no,yes,no
0.35,0.21,0.915384615,3.099999905,1,1,no,no,no,yes,no,yes,yes,no
0.16,0.14,0.8,3.599999905,6,2,no,no,no,yes,no,no,yes,yes
0.31,0.2,0.743801653,1.799999952,6,2,no,no,no,no,no,no,yes,no
0.36,0.27,0.461538462,3.900000095,5,2,no,no,no,no,no,no,yes,no
0.31,0.31,0.862068966,2,5,2,no,yes,no,no,no,yes,yes,no
0.45,0.21,0.657894737,3.200000048,1,2,no,no,no,no,no,yes,yes,yes
0.39,0.38,0.574712644,3.200000048,1,2,no,no,no,no,no,yes,yes,no
0.2,0.07,0.8,3.599999905,6,3,no,no,no,no,no,yes,yes,yes
0.24,0.23,0.671641791,3.200000048,4,2,no,no,no,yes,no,no,yes,no
0.45,0.45,0.722222222,3.200000048,2,2,no,no,no,yes,no,no,yes,no
0.61,0.26,0.888888889,3.099999905,1,1,no,no,no,yes,no,yes,yes,no
0.27,0.18,0.885,3.200000048,1,2,no,no,no,no,no,yes,yes,no
0.55,0.24,0.510638298,1.799999952,3,4,no,no,no,no,no,no,yes,no
0.32,0.29,0.929133858,3.200000048,3,2,no,no,no,yes,no,yes,yes,no
0.17,0.09,0.888888889,3.200000048,1,1,no,no,no,yes,no,yes,yes,no
0.47,0.35,0.803571429,4.300000191,3,1,no,no,no,no,no,no,yes,yes
0.14,0.14,0.592592593,3.200000048,1,1,no,yes,no,yes,no,no,yes,no
0.38,0.28,0.85,3.200000048,1,2,no,no,no,yes,no,yes,yes,no
0.31,0.23,0.762195122,3.900000095,1,2,no,yes,no,no,no,no,yes,no
0.53,0.29,0.592592593,3.200000048,1,1,no,no,no,yes,no,no,yes,no
0.26,0.17,0.707692308,3.099999905,1,1,no,no,no,yes,no,yes,yes,no
0.2,0.2,0.765957447,3.200000048,3,1,no,no,no,no,no,no,yes,no
0.33,0.16,0.8,3.200000048,1,2,no,yes,no,no,no,yes,yes,no
0.2,0.13,0.547445255,3.200000048,1,2,no,yes,no,no,no,yes,yes,no
0.52,0.28,0.689655172,4.300000191,3,1,yes,no,no,no,no,no,yes,no
0.33,0.15,0.417910448,1.799999952,1,2,no,no,no,yes,no,yes,yes,no
0.19,0.1,0.388059701,3.200000048,2,2,no,no,no,yes,no,yes,yes,no
0.293999996,0.252999992,0.901960784,3.200000048,1,2,no,no,no,no,no,no,yes,no
0.292999992,0.292999992,0.848484848,3.599999905,1,2,no,no,no,no,no,yes,yes,yes
0.337000008,0.330999985,0.352112676,3.900000095,2,1,no,no,no,no,no,yes,yes,no
0.201000004,0.131000004,0.307692308,2,2,1,no,no,no,no,no,no,yes,no
0.263999996,0.187999992,0.338983051,10.60000038,2,1,no,no,no,no,no,yes,yes,no
0.279699993,0.252199993,0.885245902,3.200000048,2,2,no,no,no,no,no,yes,yes,no
0.44,0.31,0.800904977,3.200000048,1,1,no,no,no,yes,no,yes,yes,no
0.267299995,0.189099998,0.8,3.200000048,1,1,no,no,no,no,no,no,yes,no
0.41,0.38,0.723684211,3.900000095,1,2,no,no,no,no,no,yes,yes,no
0.284400005,0.214300003,0.338129496,3.099999905,1,1,no,no,no,no,no,no,yes,no
0.3,0.29,0.2,3.200000048,2,2,no,no,no,yes,no,yes,yes,no
0.27,0.15,0.333333333,1.799999952,6,2,no,no,no,yes,no,yes,yes,no
0.332700005,0.321899986,0.76875,3.900000095,6,2,yes,no,no,no,no,yes,yes,no
0.307299995,0.291399994,0.8,3.200000048,1,2,no,no,no,no,no,no,yes,no
0.366100006,0.248999996,0.9,1.799999952,6,2,no,no,no,no,no,no,yes,no
0.439099998,0.426100006,0.798245614,3.599999905,6,1,no,no,no,yes,no,yes,yes,no
0.12,0.12,0.795454545,1.799999952,3,2,yes,no,no,no,no,yes,yes,yes
0.36,0.32,0.756756757,3.200000048,2,1,no,no,no,no,no,no,yes,no
0.41,0.13,0.8,8.899999619,5,1,yes,no,no,no,no,no,yes,yes
0.33,0.27,0.4,3.200000048,1,1,no,no,no,no,no,yes,yes,no
0.38,0.34,0.487804878,10.60000038,1,2,no,yes,no,no,no,no,no,no
0.32,0.32,0.6,3.200000048,1,2,no,no,no,no,no,yes,yes,no
0.32,0.24,0.902857143,3.200000048,6,2,yes,yes,no,no,no,yes,yes,yes
0.365,0.262000008,0.618181818,3.900000095,2,2,no,no,no,yes,no,yes,yes,no
0.28,0.25,0.671186441,3.200000048,2,1,no,no,no,no,no,no,yes,no
0.35,0.19,0.519480519,2,2,1,no,no,no,yes,no,no,yes,no
0.231000004,0.083000002,0.179104478,5.300000191,1,1,no,no,no,no,no,no,yes,no
0.31,0.29,0.536363636,3.200000048,1,2,no,no,no,no,no,no,yes,no
0.113999996,0.074000001,0.544959128,4.300000191,1,1,no,no,no,no,no,no,yes,no
0.3,0.297999992,0.489583333,3.099999905,2,1,no,no,no,no,no,no,yes,no
0.287000008,0.276000004,0.689655172,10.60000038,1,2,no,yes,no,no,no,yes,yes,no
0.43,0.32,0.857142857,3.200000048,1,2,no,no,no,no,no,no,yes,no
0.35,0.25,0.89010989,3.900000095,1,2,no,no,no,no,no,no,yes,no
0.33,0.32,0.808641975,3.200000048,1,2,no,no,no,no,no,yes,yes,no
0.42,0.34,0.864,4.300000191,2,2,no,no,no,no,no,no,yes,no
0.5,0.32,1,3.900000095,1,2,no,no,no,yes,no,yes,yes,no
0.4,0.24,1,2,1,1,no,no,no,yes,no,yes,yes,no
0.38,0.37,0.73255814,2,2,2,no,no,no,no,no,yes,yes,no
0.33,0.32,0.80141844,3.200000048,1,2,no,no,no,yes,no,yes,yes,no
0.22,0.21,0.901515152,3.200000048,1,2,no,no,no,yes,no,yes,yes,no
0.38,0.33,0.65,2,2,1,yes,no,no,no,no,no,yes,no
0.38,0.33,0.591836735,3.200000048,1,2,no,no,no,no,no,no,yes,no
0.38,0.33,0.8,3.099999905,1,1,no,no,no,no,no,no,yes,no
0.38,0.33,0.789189189,4.300000191,5,4,no,no,no,no,no,yes,yes,no
0.38,0.28,0.8,4.300000191,1,2,no,no,no,no,no,no,yes,no
0.38,0.33,0.375,4.300000191,2,1,no,yes,no,no,no,no,yes,no
0.38,0.33,0.416666667,4.300000191,3,1,no,no,no,no,no,no,yes,yes
0.38,0.33,0.76,3.200000048,3,2,no,no,no,no,yes,no,yes,no
0.38,0.33,0.773333333,4.300000191,2,1,no,no,no,no,no,no,yes,no
0.23,0.2,0.769230769,3.200000048,1,2,no,no,no,no,no,no,yes,no
0.26,0.26,0.366666667,4.300000191,1,2,no,no,no,no,no,no,yes,no
0.15,0.15,0.631578947,3.200000048,1,2,no,no,no,yes,no,no,yes,no
0.17,0.14,0.489361702,3.200000048,1,1,no,no,no,no,no,no,yes,no
0.28,0.28,0.436813187,3.200000048,1,1,no,no,no,no,no,no,yes,no
0.3,0.3,0.868571429,3.900000095,1,2,no,no,no,no,no,yes,yes,yes
0.3,0.22,0.633802817,3.200000048,1,1,no,no,no,yes,no,yes,yes,no
0.17,0.16,0.769230769,2,1,1,no,no,no,no,no,yes,yes,no
0.38,0.21,0.8,3.900000095,1,2,no,no,no,no,no,yes,yes,no
0.37,0.31,0.819672131,3.200000048,6,2,no,no,no,no,no,no,yes,yes
0.35,0.28,0.765517241,3.200000048,1,2,no,no,no,no,no,yes,yes,no
0.577000008,0.23,0.791666667,1.799999952,1,1,no,no,no,no,no,no,yes,no
0.37,0.25,0.874848117,3.099999905,1,1,no,no,no,no,no,yes,yes,no
0.367000008,0.28,0.8,3.200000048,6,1,no,yes,no,no,no,no,yes,no
0.487000008,0.26,0.741839763,1.799999952,1,1,no,no,no,no,no,no,yes,no
0.399000015,0.22,0.361538462,3.099999905,1,1,yes,no,no,no,no,no,yes,no
0.362000008,0.27,0.867783985,3.200000048,1,2,no,no,no,no,no,no,yes,no
0.42,0.196000004,0.740540541,3.200000048,1,1,no,no,no,yes,no,no,yes,no
0.430999985,0.185,0.666666667,3.099999905,1,2,no,no,no,no,no,no,yes,no
0.36,0.33,0.491428571,3.900000095,1,1,no,no,no,no,no,no,yes,no
0.37,0.26,0.928571429,1.799999952,5,2,no,no,no,no,no,yes,yes,no
0.34,0.32,0.765217391,2,1,2,no,no,no,yes,no,yes,yes,no
0.3,0.33,0.923566879,3.099999905,1,2,no,no,no,no,no,yes,yes,no
0.38,0.33,0.540540541,1.799999952,3,1,no,no,no,no,no,yes,yes,no
0.38,0.3,0.737142857,3.200000048,5,2,no,no,no,no,no,no,yes,no
0.32,0.31,0.789473684,3.200000048,5,2,no,no,no,yes,no,yes,yes,no
0.25,0.25,0.731707317,3.900000095,1,2,no,no,no,no,no,no,yes,no
0.27,0.27,0.751552795,3.900000095,1,2,no,no,no,yes,yes,yes,yes,no
0.4,0.12,0.578947368,3.099999905,6,2,no,no,no,yes,no,yes,yes,no
0.36,0.24,0.798507463,5.300000191,5,2,no,no,no,no,no,no,yes,no
0.32,0.22,0.892682927,3.200000048,5,2,no,no,no,no,no,no,yes,no
0.38,0.31,0.748148148,3.900000095,1,2,no,no,no,yes,no,yes,yes,no
0.27,0.27,0.847058824,3.200000048,6,2,no,no,no,no,no,no,yes,no
0.3,0.3,0.600775194,3.099999905,2,1,no,no,no,no,no,no,yes,no
0.33,0.31,0.773006135,3.200000048,1,2,no,no,no,yes,no,yes,yes,no
0.28,0.25,0.8,3.200000048,1,2,no,no,no,no,no,no,yes,no
0.29,0.28,0.9,3.200000048,5,2,no,no,no,no,no,no,yes,no
0.32,0.29,0.489690722,5.300000191,1,1,no,no,no,no,no,no,yes,no
0.31,0.21,0.788732394,3.200000048,5,2,no,no,no,no,yes,no,yes,no
0.39,0.23,0.746835443,3.599999905,1,1,no,no,no,yes,no,yes,yes,no
0.320400009,0.269899998,0.751020408,3.200000048,5,2,yes,yes,no,yes,no,no,yes,no
0.366899986,0.258299999,0.702898551,4.300000191,2,2,no,yes,no,no,no,no,yes,no
0.409900017,0.203899994,0.743421053,4.300000191,1,2,no,yes,no,no,no,no,yes,no
0.26,0.22,0.945945946,3.900000095,6,2,no,no,no,no,no,no,yes,no
0.39,0.27,0.792,3.200000048,1,2,no,no,no,yes,yes,yes,yes,no
0.106199999,0.028,0.597014925,2,2,2,no,no,no,yes,yes,yes,yes,no
0.32,0.31,0.803149606,5.300000191,2,2,no,no,no,yes,no,no,yes,no
0.36,0.36,0.476190476,4.300000191,1,1,no,no,no,no,no,no,yes,no
0.38,0.29,0.9,3.200000048,6,2,no,no,no,no,yes,no,yes,no
0.28,0.24,0.777464789,3.200000048,5,2,no,yes,no,no,no,no,yes,no
0.38,0.28,0.8,3.099999905,5,2,no,no,no,no,no,no,yes,no
0.31,0.26,0.705660377,3.200000048,5,2,no,yes,no,no,no,yes,yes,yes
0.35,0.3,0.897435897,4.300000191,1,2,no,no,no,yes,no,yes,yes,no
0.16,0.14,0.416666667,3.200000048,4,3,no,yes,no,yes,no,no,yes,no
0.33,0.32,0.653333333,3.099999905,1,2,no,no,no,no,no,yes,yes,no
0.39,0.27,0.896226415,3.099999905,6,2,yes,no,no,yes,no,yes,yes,yes
0.26,0.21,0.485714286,3.200000048,1,1,no,no,no,no,no,no,yes,no
0.36,0.28,0.741935484,8.899999619,2,2,no,no,no,no,no,no,yes,no
0.34,0.29,0.769565217,3.900000095,1,2,no,no,no,no,no,no,yes,no
0.36,0.28,0.678899083,2,1,1,yes,no,no,no,no,no,yes,no
0.33,0.25,0.504,3.200000048,1,2,no,no,no,no,no,yes,yes,no
0.36,0.28,0.747252747,3.200000048,3,1,yes,no,no,no,no,no,yes,no
0.37,0.36,0.73553719,3.099999905,1,2,no,no,no,yes,no,no,yes,no
0.22,0.15,0.793103448,1.799999952,1,2,no,no,no,yes,no,no,yes,no
0.34,0.26,0.785276074,2,2,1,no,no,no,no,no,no,yes,no
0.34,0.25,0.722891566,5.300000191,1,1,no,no,no,no,no,no,yes,no
0.4,0.31,0.920634921,3.200000048,5,2,no,no,no,yes,no,no,yes,no
0.1,0.06,0.512328767,3.200000048,1,1,no,yes,no,yes,no,no,yes,no
0.4,0.29,0.915254237,3.200000048,1,2,no,no,no,yes,no,yes,yes,no
0.28,0.28,0.528301887,3.200000048,1,1,no,no,no,no,no,no,yes,no
0.36,0.29,0.886178862,1.799999952,1,2,yes,no,no,no,no,no,yes,no
0.39,0.34,0.914438503,3.200000048,1,2,no,no,no,no,yes,yes,yes,no
0.22,0.17,0.679069767,3.200000048,3,1,no,no,no,no,no,yes,yes,no
0.36,0.22,0.811764706,4.300000191,1,2,no,no,no,yes,no,yes,yes,no
0.34,0.23,0.916129032,3.200000048,1,1,no,no,no,no,no,no,yes,no
0.32,0.24,0.8,3.200000048,1,2,no,no,no,no,no,yes,yes,no
0.39,0.36,0.8,3.099999905,2,1,yes,no,no,no,no,no,yes,no
0.31,0.29,0.295857988,3.200000048,1,2,no,no,no,no,no,yes,yes,yes
0.37,0.3,0.778280543,3.200000048,1,1,no,no,no,no,no,no,yes,no
0.42,0.34,0.863414634,5.300000191,1,1,no,no,no,no,no,no,yes,no
0.27,0.21,0.902255639,3.200000048,6,2,yes,no,no,yes,yes,no,yes,no
0.37,0.29,0.93006993,3.099999905,1,1,no,no,no,no,no,yes,yes,no
0.32,0.23,0.771428571,1.799999952,1,2,no,no,no,no,no,yes,yes,no
0.29,0.27,0.902702703,3.200000048,1,2,no,yes,no,no,yes,yes,yes,no
0.37,0.24,0.89010989,10.60000038,2,2,no,no,no,no,no,no,yes,no
0.36,0.33,0.601694915,1.799999952,6,2,no,no,no,yes,no,yes,yes,no
0.36,0.24,0.765957447,4.300000191,1,1,yes,no,no,no,no,no,yes,no
0.33,0.16,0.802197802,1.799999952,6,2,no,no,no,yes,no,no,yes,no
0.29,0.29,0.68877551,8.899999619,1,1,no,yes,no,no,no,yes,yes,yes
0.26,0.26,0.692262968,10.60000038,4,2,no,no,no,no,no,no,yes,yes
0.29,0.21,0.866666667,2,2,2,no,no,no,no,yes,no,yes,no
0.32,0.14,0.546666667,1.799999952,1,1,no,no,no,yes,no,no,yes,no
0.21,0.17,0.601092896,3.099999905,1,1,no,no,no,no,no,no,yes,no
0.32,0.19,0.776119403,3.599999905,1,1,no,no,no,no,no,yes,yes,no
0.29,0.24,0.756097561,1.799999952,1,1,no,no,no,no,no,no,yes,no
0.36,0.32,0.87037037,3.200000048,1,2,no,no,no,yes,no,yes,yes,no
0.36,0.31,0.785714286,3.099999905,1,1,no,no,no,no,no,no,yes,no
0.22,0.22,0.677018634,3.200000048,1,2,no,no,no,no,no,yes,yes,no
0.25,0.25,0.713286713,3.200000048,1,1,no,no,no,no,no,no,yes,no
0.35,0.24,0.766666667,2,1,2,no,no,no,yes,no,yes,yes,no
0.26,0.21,0.8,3.200000048,2,2,no,no,no,no,no,yes,yes,no
0.33,0.25,0.692592593,3.200000048,2,2,no,yes,no,no,no,yes,yes,no
0.31,0.26,0.939189189,3.200000048,5,2,yes,no,no,no,no,no,yes,no
0.34,0.24,0.515463918,10.60000038,2,1,no,no,no,no,no,no,yes,no
0.3,0.22,0.47826087,3.099999905,5,1,no,no,no,no,no,no,yes,no
0.33,0.28,0.54,3.900000095,1,1,no,no,no,no,no,no,yes,no
0.39,0.34,0.885245902,2,1,1,no,no,no,no,no,no,yes,no
0.36,0.25,0.868965517,10.60000038,5,2,yes,no,no,no,no,yes,yes,no
0.28,0.27,0.727272727,3.900000095,1,1,no,no,no,yes,no,no,yes,no
0.26,0.22,0.897435897,3.200000048,1,2,no,no,no,yes,no,yes,yes,no
0.35,0.29,0.920863309,2,1,2,yes,no,no,no,yes,yes,yes,no
0.29,0.29,0.624277457,3.599999905,5,2,no,no,no,no,no,no,yes,no
0.34,0.33,0.777777778,3.200000048,2,2,no,no,no,no,no,no,yes,no
0.3,0.29,0.768361582,3.900000095,5,2,no,no,no,no,no,no,yes,no
0.25,0.24,0.266666667,3.099999905,2,2,no,no,no,yes,no,yes,yes,no
0.28,0.28,0.762711864,3.200000048,1,1,no,no,no,no,no,no,yes,no
0.36,0.28,0.949494949,5.300000191,2,2,no,no,no,no,no,yes,yes,no
0.35,0.3,0.899159664,3.099999905,2,2,yes,no,no,no,no,yes,yes,no
0.31,0.29,0.732673267,5.300000191,1,1,no,no,no,no,no,no,yes,no
0.26,0.24,0.658914729,3.900000095,3,1,yes,no,no,no,no,no,yes,no
0.27,0.24,0.950980392,3.200000048,1,2,no,no,no,no,no,no,yes,no
0.32,0.18,0.643564356,3.900000095,1,1,no,no,no,no,yes,no,yes,no
0.31,0.28,0.747126437,3.099999905,2,2,no,no,no,no,no,yes,yes,no
0.38,0.31,0.881656805,3.200000048,1,1,no,no,no,no,no,no,yes,no
0.27,0.27,0.742857143,3.200000048,1,2,no,no,no,yes,no,no,yes,no
0.27,0.22,0.894366197,3.099999905,3,2,no,no,no,no,no,no,yes,no
0.23,0.16,0.864864865,3.200000048,2,1,no,yes,no,no,no,yes,yes,no
0.33,0.3,0.87804878,3.099999905,1,1,no,no,no,no,no,no,yes,no
0.3,0.27,0.739495798,3.200000048,1,2,no,no,no,yes,no,yes,yes,no
0.37,0.33,0.689655172,3.200000048,1,2,no,no,no,no,no,no,yes,no
0.35,0.29,0.891891892,3.900000095,1,2,yes,no,no,yes,no,yes,yes,no
0.3,0.29,0.777777778,3.200000048,1,2,no,no,no,no,no,no,yes,no
0.69,0.26,0.607476636,10.60000038,1,3,no,no,no,no,no,yes,yes,yes
0.24,0.2,0.517751479,3.200000048,1,2,no,yes,no,no,no,no,yes,no
0.25,0.24,0.68,3.200000048,1,2,no,no,no,no,no,no,yes,no
0.27,0.26,0.724489796,3.200000048,1,2,no,no,no,yes,no,yes,yes,no
0.29,0.24,0.779411765,1.799999952,1,2,no,no,no,yes,no,yes,yes,no
0.34,0.22,0.859090909,3.200000048,1,2,no,no,no,yes,no,no,yes,no
0.33,0.21,0.909090909,3.200000048,1,2,no,no,no,yes,no,no,yes,no
0.5,0.41,0.772058824,3.200000048,1,2,no,no,no,yes,no,yes,yes,no
0.42,0.36,0.867768595,1.799999952,1,2,no,no,no,yes,no,yes,yes,no
0.32,0.25,0.892561983,4.300000191,1,2,no,no,no,yes,no,no,yes,no
0.44,0.44,0.447761194,3.599999905,1,1,no,no,no,yes,no,no,yes,no
0.38,0.18,0.46,3.900000095,1,1,no,no,no,yes,yes,yes,yes,no
0.34,0.16,0.519148936,3.200000048,2,2,no,no,no,yes,no,yes,yes,no
0.3,0.06,0.614213198,3.200000048,1,2,no,no,no,yes,yes,no,yes,no
0.39,0.24,0.747572816,3.200000048,6,2,no,no,no,yes,yes,yes,yes,no
0.28,0.22,0.8,3.900000095,2,2,no,yes,no,no,no,no,yes,no
0.32,0.31,0.798319328,3.900000095,1,2,no,no,no,yes,no,yes,yes,no
0.41,0.32,0.733624454,3.200000048,2,2,no,no,no,no,no,no,yes,no
0.47,0.35,0.652173913,10.60000038,2,2,no,no,no,yes,no,no,yes,no
0.35,0.31,0.747572816,3.200000048,6,2,no,no,no,yes,yes,yes,yes,no
0.32,0.21,0.802575107,1.799999952,6,2,no,no,no,no,no,no,yes,no
0.29,0.23,0.636363636,10.60000038,1,2,no,no,no,no,no,no,yes,no
0.32,0.27,0.77,3.200000048,1,2,no,no,no,yes,yes,yes,yes,no
0.25,0.25,0.801652893,1.799999952,1,2,no,no,no,yes,no,yes,yes,no
0.34,0.26,0.771573604,3.200000048,1,1,no,yes,no,no,no,no,yes,no
0.36,0.27,0.76,3.200000048,2,2,no,no,no,no,no,yes,yes,no
0.33,0.21,0.770833333,3.200000048,6,2,no,no,no,no,no,yes,yes,no
0.25,0.2,0.789473684,3.200000048,1,2,no,no,no,no,yes,yes,yes,no
0.25,0.24,0.593984962,3.599999905,1,2,no,no,no,yes,no,yes,yes,no
0.27,0.18,0.792982456,3.200000048,5,2,no,no,no,no,no,no,yes,no
0.25,0.23,0.793650794,5.300000191,5,2,no,no,no,no,no,yes,yes,no
0.23,0.19,0.421052632,10.60000038,1,2,no,yes,no,no,no,no,yes,no
0.19,0.16,0.625,3.599999905,1,2,no,no,no,yes,no,yes,yes,no
0.25,0.22,1.6,10.60000038,1,3,no,yes,no,no,no,no,yes,no
0.26,0.24,0.739534884,3.099999905,1,2,no,no,no,no,no,yes,yes,no
0.18,0.1,0.811594203,3.599999905,1,1,no,no,no,yes,no,no,yes,no
0.34,0.25,0.835714286,3.599999905,1,1,no,no,no,yes,no,no,yes,no
0.36,0.15,0.676470588,3.599999905,1,2,no,no,no,yes,no,yes,yes,no
0.26,0.24,0.872727273,3.599999905,2,2,no,no,no,yes,no,yes,yes,no
0.38,0,0.497142857,3.599999905,1,2,no,no,no,yes,no,yes,yes,no
0.4,0.26,0.64,10.60000038,1,1,no,no,no,no,no,no,no,no
0.3,0.28,0.814814815,3.599999905,1,2,no,no,no,yes,no,yes,yes,no
0.22,0.13,0.740740741,3.599999905,1,1,no,yes,no,yes,no,no,yes,no
0.19,0.1,0.696202532,3.599999905,2,1,no,no,no,yes,no,no,yes,no
0.39,0.32,0.821428571,3.599999905,4,2,no,no,no,yes,no,yes,yes,no
0.27,0.21,0.229885057,3.200000048,1,2,no,no,no,no,no,yes,yes,no
0.36,0.25,0.876106195,3.599999905,1,2,no,no,no,yes,no,yes,yes,no
0.27,0.2,0.735483871,3.599999905,1,1,no,no,no,yes,no,no,yes,no
0.33,0.25,0.928571429,1.799999952,1,2,no,no,no,no,no,yes,yes,no
0.32,0.32,0.75,3.900000095,4,2,no,no,no,no,yes,yes,yes,no
0.4,0.26,0.65,10.60000038,1,1,yes,no,no,yes,no,no,yes,no
0.36,0.28,0.593220339,4.300000191,1,1,no,no,no,yes,no,no,yes,no
0.31,0.27,0.697761194,1.799999952,1,1,no,no,no,no,no,no,yes,no
0.1,0.04,0.714285714,1.799999952,1,2,no,no,no,no,no,no,yes,no
