Public Opinion,Past Use,Religion,Sex,Age,Education,Race,Income,Party Affiliation,Household Size,State,Eventually Legalized
medicinal,Yes,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, etc.)",Female,52,Associate Degree,White,"40 to under $50,000",Independent,2,Nebraska,"Yes, it will"
personal,Yes,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, etc.)",Female,60,Four year college,White,"30 to under $40,000",Democrat,2,Minnesota,"No, it will not"
medicinal,No,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, etc.)",Female,92,HS,White,"10 to under $20,000",Republican,1,Florida,"No, it will not"
notlegal,No,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, etc.)",Female,84,HS Incomplete,White,"Less than $10,000",Democrat,1,Tennessee,"Yes, it will"
medicinal,No,Roman Catholic (Catholic),Male,62,HS,Hispanic or Latino,"$150,000 or more",Democrat,3,California,"Yes, it will"
personal,No,Roman Catholic (Catholic),Female,68,Postgraduate Degree,White,"$150,000 or more",Democrat,2,California,"Yes, it will"
medicinal,No,Mormon (Church of Jesus Christ of Latter-day Saints/LDS),Female,19,Some College,White,"10 to under $20,000",Independent,6,Arizona,"No, it will not"
medicinal,Yes,Christian (VOL.),Female,60,Associate Degree,White,"Less than $10,000",Republican,2,California,"No, it will not"
notlegal,No,Roman Catholic (Catholic),Male,63,Four year college,White,"75 to under $100,000",Independent,2,Ohio,"Yes, it will"
medicinal,No,Roman Catholic (Catholic),Female,50,Four year college,White,"$150,000 or more",Democrat,4,California,"Yes, it will"
personal,Yes,Roman Catholic (Catholic),Male,50,Postgraduate Degree,White,"$150,000 or more",Republican,3,Louisiana,"Yes, it will"
personal,Yes,Agnostic (not sure if there is a God),Female,27,Four year college,Asian or Asian-American,"Less than $10,000",Democrat,2,California,"Yes, it will"
medicinal,No,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, etc.)",Female,80,Some College,White,"30 to under $40,000",Democrat,2,Kansas,"Yes, it will"
medicinal,Yes,Nothing in particular,Female,54,Four year college,White,"100 to under $150,000",Independent,3,Nevada,"Yes, it will"
notlegal,No,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, etc.)",Male,70,Four year college,White,"30 to under $40,000",Republican,2,Kansas,"Yes, it will"
medicinal,Yes,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, etc.)",Female,52,HS,White,"10 to under $20,000",Democrat,2,Tennessee,"Yes, it will"
personal,No,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, etc.)",Female,73,Some College,White,"40 to under $50,000",Democrat,2,Washington,"Yes, it will"
medicinal,No,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, etc.)",Female,60,Four year college,Black or African-American,"50 to under $75,000",Democrat,2,Louisiana,"Yes, it will"
notlegal,Yes,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, etc.)",Female,75,Some College,White,"30 to under $40,000",Republican,2,California,"Yes, it will"
notlegal,No,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, etc.)",Male,75,Four year college,White,"75 to under $100,000",Republican,2,Texas,"No, it will not"
medicinal,Yes,Buddhist,Male,23,HS Incomplete,White,"10 to under $20,000",Independent,1,Illinois,"Yes, it will"
medicinal,No,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, etc.)",Female,76,HS,White,"20 to under $30,000",Republican,2,California,"Yes, it will"
personal,Yes,Nothing in particular,Male,56,Associate Degree,White,"75 to under $100,000",Democrat,1,California,"Yes, it will"
medicinal,No,Unitarian (Universalist) (VOL.),Female,81,Postgraduate Degree,White,"75 to under $100,000",Independent,1,California,"Yes, it will"
medicinal,No,Roman Catholic (Catholic),Male,60,HS,White,"30 to under $40,000",Democrat,2,California,"Yes, it will"
personal,No,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, etc.)",Male,76,HS,White,"50 to under $75,000",Democrat,3,Ohio,"Yes, it will"
medicinal,No,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, etc.)",Female,68,HS,White,"30 to under $40,000",Democrat,1,Wisconsin,"Yes, it will"
personal,Yes,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, etc.)",Male,47,HS,White,"75 to under $100,000",No preference (VOL.),4,Indiana,"Yes, it will"
medicinal,Yes,Roman Catholic (Catholic),Male,69,Some College,White,"75 to under $100,000",Independent,2,Minnesota,"No, it will not"
personal,Yes,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, etc.)",Female,59,Some College,White,"75 to under $100,000",Republican,2,Arizona,"Yes, it will"
personal,No,Christian (VOL.),Male,40,Some College,White,"100 to under $150,000",Independent,5,Colorado,"Yes, it will"
notlegal,Yes,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, etc.)",Female,67,HS,White,"10 to under $20,000",Republican,1,North Carolina,"Yes, it will"
personal,Yes,Agnostic (not sure if there is a God),Female,60,Postgraduate Degree,White,"75 to under $100,000",Democrat,2,California,"Yes, it will"
personal,Yes,Christian (VOL.),Male,36,Four year college,White,"20 to under $30,000",Democrat,2,Florida,"Yes, it will"
personal,No,Christian (VOL.),Female,40,Four year college,White,"40 to under $50,000",Republican,3,North Carolina,"Yes, it will"
personal,Yes,Jewish (Judaism),Female,43,Postgraduate Degree,White,"50 to under $75,000",Independent,3,New Jersey,"Yes, it will"
personal,No,Roman Catholic (Catholic),Male,72,HS,White,"75 to under $100,000",Republican,2,Delaware,"Yes, it will"
personal,Yes,Christian (VOL.),Male,49,HS,White,"50 to under $75,000",Republican,1,New Jersey,"Yes, it will"
medicinal,Yes,Roman Catholic (Catholic),Male,41,Postgraduate Degree,White,"75 to under $100,000",Democrat,3,New Jersey,"Yes, it will"
medicinal,No,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, etc.)",Male,67,HS,White,"20 to under $30,000",Democrat,1,Michigan,"No, it will not"
medicinal,No,Roman Catholic (Catholic),Female,81,Four year college,White,"10 to under $20,000",No preference (VOL.),1,Ohio,"No, it will not"
medicinal,Yes,Christian (VOL.),Male,27,Some College,Black or African-American,"30 to under $40,000",No preference (VOL.),2,Florida,"No, it will not"
medicinal,Yes,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, etc.)",Female,51,Some Postgraduate,White,"40 to under $50,000",Republican,5,Pennsylvania,"Yes, it will"
notlegal,No,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, etc.)",Female,82,HS,White,"20 to under $30,000",Republican,4,Arkansas,"No, it will not"
personal,No,Roman Catholic (Catholic),Female,41,HS,White,"75 to under $100,000",Independent,4,New Jersey,"Yes, it will"
notlegal,No,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, etc.)",Female,80,Some College,Black or African-American,"10 to under $20,000",Democrat,1,Kansas,"Yes, it will"
notlegal,No,Roman Catholic (Catholic),Female,82,Some College,White,"20 to under $30,000",Democrat,4,Kentucky,"Yes, it will"
personal,Yes,Christian (VOL.),Female,36,Some College,White,"20 to under $30,000",Democrat,4,Florida,"Yes, it will"
medicinal,Yes,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, etc.)",Female,65,HS,White,"Less than $10,000",No preference (VOL.),1,Georgia,"Yes, it will"
personal,Yes,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, etc.)",Male,45,Postgraduate Degree,White,"75 to under $100,000",Democrat,1,District of Columbia,"Yes, it will"
medicinal,No,Roman Catholic (Catholic),Female,69,Associate Degree,White,"20 to under $30,000",Democrat,1,Minnesota,"Yes, it will"
medicinal,Yes,Nothing in particular,Female,37,Four year college,White,"75 to under $100,000",Democrat,4,New York,"Yes, it will"
personal,No,Roman Catholic (Catholic),Male,47,Postgraduate Degree,White,"50 to under $75,000",Independent,3,New York,"Yes, it will"
medicinal,No,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, etc.)",Female,62,Four year college,White,"40 to under $50,000",Republican,2,West Virginia,"Yes, it will"
medicinal,No,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, etc.)",Female,73,Four year college,White,"50 to under $75,000",Independent,2,Illinois,"No, it will not"
medicinal,No,Roman Catholic (Catholic),Female,63,Four year college,White,"100 to under $150,000",Republican,2,New Jersey,"No, it will not"
personal,Yes,Roman Catholic (Catholic),Female,56,Postgraduate Degree,White,"$150,000 or more",Democrat,4,Pennsylvania,"Yes, it will"
personal,Yes,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, etc.)",Female,78,Postgraduate Degree,White,"75 to under $100,000",Democrat,3,South Carolina,"Yes, it will"
notlegal,No,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, etc.)",Female,67,HS,White,"$150,000 or more",Republican,1,Pennsylvania,"Yes, it will"
medicinal,No,Roman Catholic (Catholic),Female,35,Four year college,White,"50 to under $75,000",Democrat,4,Florida,"No, it will not"
medicinal,Yes,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, etc.)",Male,40,Four year college,Black or African-American,"75 to under $100,000",Democrat,2,New Jersey,"Yes, it will"
notlegal,No,"Orthodox (Greek, Russian, or some other orthodox church)",Male,89,HS Incomplete,White,"30 to under $40,000",Democrat,1,California,"No, it will not"
notlegal,No,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, etc.)",Male,74,Postgraduate Degree,White,"10 to under $20,000",Republican,1,California,"No, it will not"
medicinal,Yes,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, etc.)",Female,72,Some College,White,"40 to under $50,000",Independent,1,California,"Yes, it will"
personal,No,Roman Catholic (Catholic),Male,92,Some College,White,"100 to under $150,000",Independent,1,California,"Yes, it will"
personal,Yes,Roman Catholic (Catholic),Female,42,Some College,White,"100 to under $150,000",Democrat,2,Washington,"Yes, it will"
personal,No,Mormon (Church of Jesus Christ of Latter-day Saints/LDS),Male,75,Four year college,White,"Less than $10,000",Independent,1,Oregon,"Yes, it will"
personal,Yes,Atheist (do not believe in God),Male,55,HS,White,"Less than $10,000",Independent,1,Washington,"Yes, it will"
personal,Yes,Roman Catholic (Catholic),Male,43,Postgraduate Degree,White,"30 to under $40,000",Independent,4,California,"Yes, it will"
personal,Yes,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, etc.)",Male,50,Postgraduate Degree,White,"40 to under $50,000",Democrat,2,Oregon,"Yes, it will"
personal,Yes,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, etc.)",Female,34,Four year college,White,"40 to under $50,000",Independent,3,California,"No, it will not"
notlegal,No,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, etc.)",Male,86,HS,White,"30 to under $40,000",Independent,2,California,"Yes, it will"
medicinal,Yes,Nothing in particular,Female,60,Four year college,White,"20 to under $30,000",Independent,1,California,"No, it will not"
personal,No,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, etc.)",Female,40,Four year college,Black or African-American,"50 to under $75,000",Independent,2,Mississippi,"No, it will not"
medicinal,No,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, etc.)",Female,90,Postgraduate Degree,White,"50 to under $75,000",Democrat,1,Illinois,"No, it will not"
personal,Yes,Agnostic (not sure if there is a God),Male,33,Some College,White,"Less than $10,000",Independent,5,Arizona,"Yes, it will"
medicinal,No,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, etc.)",Female,65,Postgraduate Degree,White,"50 to under $75,000",Democrat,2,Oregon,"Yes, it will"
medicinal,Yes,Roman Catholic (Catholic),Male,47,Some College,White,"100 to under $150,000",Republican,4,Illinois,"Yes, it will"
medicinal,No,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, etc.)",Male,25,Postgraduate Degree,White,"40 to under $50,000",Independent,3,Arizona,"No, it will not"
personal,Yes,Nothing in particular,Male,44,HS Incomplete,White,"50 to under $75,000",Independent,3,Nebraska,"Yes, it will"
personal,No,Jewish (Judaism),Female,82,Postgraduate Degree,White,"50 to under $75,000",Democrat,1,Illinois,"Yes, it will"
personal,No,Mormon (Church of Jesus Christ of Latter-day Saints/LDS),Male,32,Postgraduate Degree,White,"75 to under $100,000",Republican,5,Utah,"Yes, it will"
medicinal,Yes,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, etc.)",Female,55,HS,White,"100 to under $150,000",Republican,2,California,"Yes, it will"
personal,Yes,Nothing in particular,Female,59,Associate Degree,Hispanic or Latino,"75 to under $100,000",Republican,1,California,"Yes, it will"
notlegal,No,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, etc.)",Female,64,Associate Degree,White,"40 to under $50,000",Democrat,1,Iowa,"Yes, it will"
notlegal,No,Roman Catholic (Catholic),Male,81,Postgraduate Degree,White,"30 to under $40,000",Republican,2,Florida,"Yes, it will"
notlegal,No,Roman Catholic (Catholic),Male,59,HS,White,"75 to under $100,000",Democrat,2,Louisiana,"No, it will not"
medicinal,No,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, etc.)",Male,74,Postgraduate Degree,White,"100 to under $150,000",Republican,1,Ohio,"Yes, it will"
medicinal,No,Roman Catholic (Catholic),Female,50,Four year college,White,"75 to under $100,000",Republican,3,New York,"No, it will not"
personal,No,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, etc.)",Female,58,Some College,White,"$150,000 or more",No preference (VOL.),2,Maryland,"Yes, it will"
medicinal,Yes,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, etc.)",Female,58,Associate Degree,White,"20 to under $30,000",Independent,1,Maryland,"Yes, it will"
medicinal,Yes,Roman Catholic (Catholic),Female,61,Some College,White,"50 to under $75,000",Democrat,2,Michigan,"Yes, it will"
notlegal,No,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, etc.)",Female,50,Some College,White,"20 to under $30,000",Independent,1,Pennsylvania,"Yes, it will"
personal,Yes,Roman Catholic (Catholic),Male,52,HS,White,"75 to under $100,000",Independent,5,New Jersey,"Yes, it will"
medicinal,Yes,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, etc.)",Male,53,HS,White,"50 to under $75,000",Democrat,1,Iowa,"Yes, it will"
personal,No,Christian (VOL.),Male,56,Four year college,Black or African-American,"Less than $10,000",Republican,3,South Carolina,"Yes, it will"
personal,No,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, etc.)",Male,81,HS,White,"40 to under $50,000",Independent,1,Maine,"Yes, it will"
